iter	MultiClass
943	0.09297181678
944	0.09282345288
945	0.09268442196
946	0.09251830477
947	0.09243719466
948	0.09235650956
949	0.09216965989
950	0.09206897802
951	0.09196601521
952	0.09191681391
953	0.09183306819
954	0.0917506472
955	0.09162916413
956	0.09157035211
957	0.09145032823
958	0.09136451125
959	0.09123869387
960	0.09105117912
961	0.09095610611
962	0.09086403131
963	0.09068594773
964	0.09055528334
965	0.09040608218
966	0.09024498966
967	0.09013809943
968	0.09000986746
969	0.08995896595
970	0.08988540862
971	0.08979811542
972	0.08971862927
973	0.08956194503
974	0.08947824256
975	0.08927555804
976	0.08907202081
977	0.08888478768
978	0.08881844368
979	0.08877582511
980	0.08862890166
981	0.08857480576
982	0.08845009884
983	0.08832190695
984	0.08817638611
985	0.08810316636
986	0.08793833343
987	0.08777432714
988	0.08767131636
989	0.08756284011
990	0.08737804577
991	0.08721918417
992	0.08713121369
993	0.08702923771
994	0.08690730555
995	0.08675328564
996	0.08665076753
997	0.08650214043
998	0.08634062516
999	0.08623998602
